 41.10573 , 4.211792 , 969.9272 , 0.03602448 , -417.3494 ,
 41.10573 , 4.211792 , 969.9272 , 0.03602448 , -417.3494 ,
 41.10796 , 4.167121 , 965.8013 , 0.03598322 , -415.8647 ,
 41.10927 , 4.128915 , 965.0421 , 0.03590637 , -413.391 ,
 41.10928 , 4.101752 , 965.006 , 0.03582629 , -411.783 ,
 41.10928 , 4.07005 , 965.0005 , 0.03575187 , -409.798 ,
 41.10928 , 4.059998 , 965.0002 , 0.03574969 , -408.9812 ,
 41.10928 , 4.052647 , 965.0001 , 0.03574943 , -408.3905 ,
 41.10928 , 4.045189 , 965 , 0.03574937 , -407.8062 ,
 41.10928 , 4.03764 , 965 , 0.03574935 , -407.2313 ,
 41.10928 , 4.030127 , 965 , 0.03574935 , -406.6752 ,
 41.10928 , 3.995012 , 965 , 0.03574935 , -404.2686 ,
 41.10928 , 3.980077 , 965 , 0.03574935 , -403.3316 ,